calendar,name,start,end,location,description,fetched_at
User Group Events,Python meetup Valparaiso y Viña del Mar,2015-12-01 23:00,2015-12-02 01:00,"UTFSM, Sala B-213, Avenida España 1680, Valparaiso, Chile","<a href=""http://www.meetup.com/es/Python-Valparaiso-y-Vina-del-Mar/events/226868958/"">Python meetup Valparaiso y Viña del Mar</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Seoul Workshop,2018-07-21 00:00,2018-07-22 00:00,"Seoul, South Korea","<a href=""https://djangogirls.org/seoul/"">Django Girls Seoul Workshop</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2025-01-22 17:00,2025-01-22 20:00,"Düsseldorf, Germany","<a href=""https://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Leiden User Group,2025-01-27 19:00,2025-01-27 21:00,"Leiden, The Netherlands","<a href=""https://www.meetup.com/leiden-python-user-group/events/305358713/"">Python Leiden User Group</a>...",2025-06-02 01:40:23 UTC
User Group Events,Charla Introducción a Python ,2015-08-19 23:00,2015-08-20 01:00,"Cochabamba, Bolivia ","<a href=""http://elblogdehumitos.com.ar/posts/introduccion-a-python-en-cochabamba/"">Charla Introducción a Python</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Day Grupy RN,2022-11-05 11:00,2022-11-05 11:45,"Natal, State of Rio Grande do Norte, Brazil","<a href=""https://github.com/grupyrn/meetup"" id=""ow807"" __is_owner=""true"">Python Day Grupy RN</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Busia,2018-09-15 00:00,2018-09-16 00:00,"Busia County, Kenya","<a href=""https://djangogirls.org/busia/"">Django Girls Busia</a>...",2025-06-02 01:40:23 UTC
User Group Events,Workshop: Creating Python Communities,2025-06-29 00:00,2025-06-30 00:00,"Serekunda, Gambia","<a href=""https://python-gm.org/event-details-serekunda/"">Workshop: Creating Python Communities</a>...",2025-06-02 01:40:23 UTC
User Group Events,PythonPy Meetup Agosto 2017,2017-08-28 23:00,2017-08-29 01:00,"Asunción, Paraguay","<a href=""https://www.meetup.com/Python-Paraguay/events/242798751/"">PythonPy Meetup Agosto 2017</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyCamp Spain 2024,2024-03-29 00:00,2024-04-02 00:00,"Guixers, Lleida, Spain","<a href=""https://pycamp.es/"">PyCamp Spain 2024</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Mendoza,2015-11-12 11:30,2015-11-12 21:00,"Mendoza, Argentina","<a href=""http://argentinaenpython.com.ar/django-girls-en-pyconar-mdz/"">Django Girls Mendoza</a>...",2025-06-02 01:40:23 UTC
User Group Events,The 81th meeting of Tehran Python users group,2023-11-30 10:30,2023-11-30 12:30,"Tehran, Iran ","<a href=""https://evand.com/events/tehlug271"">The 81th meeting of Tehran Python users group</a>...",2025-06-02 01:40:23 UTC
User Group Events,"Guadalajara, Mexico PUG",2014-04-29 00:00,2014-04-29 02:00,"HP Guadalajara, Montemorelos, Loma Bonita, Zapopan, Mexico","<a href=""http://wiki.cabal.mx/wiki/PythonCabal/"">Guadalajara PUG</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2022-06-08 16:00,2022-06-08 18:00,"Düsseldorf, Germany","<a href=""https://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Indonesia Meetup,2014-04-26 02:00,2014-04-26 06:00,Wego Indonesia HQ,"<a href=""http://www.python.or.id/2014/03/kopi-darat-python-indonesia-april-2014.html"">Python Indonesia Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2019-04-10 16:00,2019-04-10 18:00,"Bürgerhaus Stadtteilzentrum Bilk,Düsseldorfer Arcaden, Bachstr. 145, 40217 Düsseldorf, Germany",https://www.egenix.com/company/news/Python-Meeting-Duesseldorf-2019-04-10...,2025-06-02 01:40:23 UTC
User Group Events,Python Leiden User Group,2025-03-27 19:00,2025-03-27 21:00,"Leiden, The Netherlands","<a href=""https://pythonleiden.nl/meeting-2025-03-27.html"">Python Leiden User Group <span class=""s1""> meeting @ Technolab</span></a>...",2025-06-02 01:40:23 UTC
User Group Events,Pyladies Amsterdam - Bringing ML Models into Production Bootcamp -  Capstone results,2021-08-07 12:00,2021-08-07 14:00,N/A,https://www.meetup.com/PyLadiesAMS/events/278241150/...,2025-06-02 01:40:23 UTC
User Group Events,Global AI Bootcamp 2022,2022-01-15 00:00,2022-01-16 00:00,"Online, Amsterdam","<a href=""https://www.meetup.com/nl-NL/PyLadiesAMS/events/282427658/"">Global AI Bootcamp 2022 </a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2024-01-17 17:00,2024-01-17 20:00,"Düsseldorf, Germany","<a href=""https://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Bahía Blanca - PyConAR,2016-11-25 00:00,2016-11-26 00:00,"Bahía Blanca, Argentina","<a href=""https://argentinaenpython.com/django-girls-pyconar-2016/"">Django Girls Bahía Blanca - PyConAR</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Piura,2016-01-23 00:00,2016-01-24 00:00,"Piura, Perú","<a href=""http://argentinaenpython.com.ar/django-girls-piura/"">Django Girls Piura</a> ...",2025-06-02 01:40:23 UTC
User Group Events,Dehradun Python Users Group November 2013 Meetup,2013-11-20 08:00,2013-11-20 09:00,"UPES, Dehradun, India",https://www.facebook.com/events/451491628295153/?ref_dashboard_filter=upcoming...,2025-06-02 01:40:23 UTC
User Group Events,"Python New Zealand - Online Group, Learners' Group",2024-09-25 06:30,2024-09-25 08:30,Online,"<a href=""https://www.meetup.com/pythonnz-online/events/303246153/"">Python New Zealand - Online Group, Learners' Group
</a>...",2025-06-02 01:40:23 UTC
User Group Events,TechPyWorkshop 2016,2016-10-01 00:00,2016-10-02 00:00,"Parul University, Vadodara, Gujarat, India","<a href=""https://www.facebook.com/events/334320900290799/"">TechPyWorkshop2016</a>...",2025-06-02 01:40:23 UTC
User Group Events,London Django meetup,2014-06-10 18:00,2014-06-10 20:00,"The Argyle,  1 Greville St,  EC1N 8PQ","<a href=""http://www.meetup.com/The-London-Django-Meetup-Group/events/184757432/"">London Django meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Cape Town Python User Group (CTPUG) Meeting,2014-11-29 12:00,2014-11-29 14:00,"Alexandar Bar, Cape Town, South Africa","<a href=""https://www.ctpug.org.za/wiki/Meeting20141129"">Cape Town Python User Group (CTPUG) Meeting</a>...",2025-06-02 01:40:23 UTC
User Group Events,Introduction to the Python programming language (11),2021-08-31 04:10,2021-08-31 13:10,Online,"<a href=""https://www.instagram.com/computer_unsecure2021/"">Introduction to the Python programming language (11) </a>, <a href=""https://www.linkedin.com/events/116835933344090333185/"">Introduction to t...",2025-06-02 01:40:23 UTC
User Group Events,PyWaw #36 - Warsaw Python User Group,2014-05-19 16:30,2014-05-19 19:30,"Poland, Warsaw, Gamma Factory (Hoża 51 Street)","<a href=""http://pywaw.org/36/"">PyWaw #36 - Warsaw Python User Group</a>...",2025-06-02 01:40:23 UTC
User Group Events,Speak Python Bootcamp,2018-12-19 00:00,2018-12-22 00:00,"iSpace, Accra, Ghana","<a href=""https://ghscientific.com/speak-python-bootcamp/"">Speak Python Bootcamp</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyLadies Amsterdam: Fine-tuning text-to-image diffusion models for personalization and subject-driven generation,2024-02-29 17:00,2024-02-29 20:00,"Amsterdam, The Netherlands and Online","<a href=""https://www.meetup.com/pyladiesams/events/298654058/"">PyLadies Amsterdam: Fine-tuning text-to-image diffusion models for personalization and subject-driven generation</a>...",2025-06-02 01:40:23 UTC
User Group Events,The London Python Meetup,2014-09-02 17:30,2014-09-02 20:30,"The Skills Matter eXchange, 116-120 Goswell Road, EC1V 7DP,London, UK","<a href=""http://www.meetup.com/The-London-Python-Group-TLPG/events/200884332"">The London Python Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,PYOPP - Publish Your Own Python Package,2025-06-24 00:00,2025-06-28 00:00,"Aachen, Germany","<pre><a href=""https://indico.desy.de/event/43817/"">PYOPP - Publish Your Own Python Package</a></pre>...",2025-06-02 01:40:23 UTC
User Group Events,Python User Group Dhaka Monthly Meetup,2025-02-15 09:00,2025-02-15 11:00,"Dhaka, Bangladesh","<a href=""https://www.facebook.com/share/15QmRLdonb/"">Python User Group Dhaka Monthly Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Pyweek Game Programming Challenge,2018-04-15 00:00,2018-04-23 00:00,Online Event,"<a href=""https://pyweek.org/25/"">Pyweek 25</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Accra,2017-06-16 00:00,2017-06-18 00:00,"Accra, Ghana"," <a href=""http://www.djangogirls.org/accra/"">Django Girls Accra</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls CDO Workshop 2024,2024-03-09 00:00,2024-03-10 00:00,"Cagayan de Oro City, Philippines","<a href=""https://djangogirls.org/en/cagayandeoro/"">Django Girls CDO Workshop 2024</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Abraka Workshop,2023-07-07 00:00,2023-07-08 00:00,"Abraka, Nigeria","<body><a href=""https://djangogirls.org/en/abraka/"">Django Girls Abraka 
Workshop</a></body>...",2025-06-02 01:40:23 UTC
User Group Events,"Fox Valley Python User Group (WI, USA)",2014-12-02 01:00,2014-12-02 02:30,"Halsey Science Building, 921 Elmwood Ave, Oshkosh, WI, USA","<a href=""http://foxpython.tumblr.com/meetings"">Fox Valley Python User Group</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Ireland Monthly Meetup,2024-11-13 18:30,2024-11-13 20:30,"Dublin, Ireland","<a href=""https://www.meetup.com/pythonireland/"">Python Ireland Monthly Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Pizza Holguín,2022-12-17 00:00,2022-12-18 00:00,Online,"<body><a href=""https://holguin.python.pizza/"">Python Pizza Holguín</a></body>...",2025-06-02 01:40:23 UTC
User Group Events,PUG Hannover Meeting,2013-09-12 17:00,2013-09-12 19:00,"Veranstaltungsort ist diesmal die Fa.MediTec, Griesbergstr.1b-c  in Bad Salzdetfurth. Treffpunkt ist der Parkplatz vor dem Gebäude. ",http://www.python-hannover.de...,2025-06-02 01:40:23 UTC
User Group Events,PyData Heidelberg #12,2023-12-05 17:00,2023-12-05 20:00,"Heidelberg, Germany","<a href=""https://www.meetup.com/de-DE/pydata-suedwest/events/294163882/"">PyData Heidelberg #12</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2015-10-21 16:00,2015-10-21 18:00,"Bürgerhaus im Stadtteilzentrum Bilk (Düsseldorfer Arcaden), Bachstr. 145, 40217 Düsseldorf, Germany","<a href=""http://pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,An introduction to delivering technical presentations with confidence - PyLadies Amsterdam,2021-03-25 17:30,2021-03-25 19:30,Online event,"<pre><a href=""https://www.meetup.com/PyLadiesAMS/events/276226625/"" id=""ow792"" __is_owner=""true""><span>An introduction to delivering technical presentations with confidence</span></a></pre>...",2025-06-02 01:40:23 UTC
User Group Events,"Django Girls Medellin, Colombia",2017-06-24 00:00,2017-06-25 00:00,"Medellin, Colombia","<a href="" http://miprimeraweb.org/ "">Django Girls Medellín, Colombia</a>...",2025-06-02 01:40:23 UTC
User Group Events,Extending Python in C (Cluj.py),2014-11-20 17:00,2014-11-20 19:00,"Chaos Club Cluj, Ferdinand 6, Cluj-Napoca, Romania","<a href=""http://www.meetup.com/Cluj-py/events/218034932/"">Extending Python in C</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Bishkek,2017-10-01 00:00,2017-10-02 00:00,"Bishkek, Kyrgyz Republic","<a href=""https://djangogirls.org/bishkek/"">Django Girls Bishkek</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Indonesia Meetup,2014-10-18 03:00,2014-10-18 07:00,"Aldevco Octagon Building - Lantai 2 Jl. Warung Buncit Raya No.75 Jakarta Selatan, Jakarta","<a href=""http://www.meetup.com/Python-ID/events/209448432/"">Python Indonesia Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Chennaipy,2016-10-22 09:30,2016-10-22 12:30,"Chennai, Tamil Nadu, India","<a href=""https://www.meetup.com/Chennaipy/events/234639862/"">Chennaipy</a>
...",2025-06-02 01:40:23 UTC
User Group Events,Python Łódź #1,2014-05-29 16:00,2014-05-29 18:00," FabLab, Piłsudskiego 135 Street, Łódź, Poland","<a href=""http://www.meetup.com/Python-Lod%C5%BA/"">Python Łódź #1</a>...",2025-06-02 01:40:23 UTC
User Group Events,Introduction to the Python programming language (10),2021-08-24 16:10,2021-08-25 13:10,On line,"<pre><pre><pre><pre><pre><pre><wbr><a href=""https://www.instagram.com/computer_unsecure2021/"">LiveEvent Instagram&nbsp;</a><pre><pre><pre><pre><pre><a href=""https://www.linkedin.com/events/10683340962...",2025-06-02 01:40:23 UTC
User Group Events,"Guadalajara, Mexico PUG",2014-10-28 01:00,2014-10-28 03:00,"HP Guadalajara, Montemorelos, Loma Bonita, Zapopan, Mexico","<a href=""http://wiki.cabal.mx/wiki/PythonCabal/"">Guadalajara PUG</a>...",2025-06-02 01:40:23 UTC
User Group Events,IndyPy Mixer,2019-01-08 19:00,2019-01-08 22:00,"Main Event Entertainment, 4016 E 82nd St, Indianapolis, IN 46250, USA",N/A,2025-06-02 01:40:23 UTC
User Group Events,Django Girls Mbale,2017-09-16 00:00,2017-09-17 00:00,"Mbale, Uganda","<a href=""https://djangogirls.org/mbale/"">Django Girls Mbale</a>...",2025-06-02 01:40:23 UTC
User Group Events,Helsinki Python meetup,2024-06-12 14:30,2024-06-12 16:00,"Helsinki, Finland","<a href=""https://www.meetup.com/helpy-meetups/events/301336578/"">Helsinki Python meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meetup Ljubljana,2018-06-14 17:00,2018-06-14 19:00,"Ljubljana, Slovenia",Python Meetup Ljubljana...,2025-06-02 01:40:23 UTC
User Group Events,NYC Python PyData London Warm-up,2014-02-06 23:30,2014-02-07 02:30,"AppNexus Auditorium, 4th Fl, 28 W 23rd St, NY, NY, 10010, USA","<a href=""http://www.meetup.com/nycpython/events/159021512/"">NYC Python PyData London Warm-up</a>...",2025-06-02 01:40:23 UTC
User Group Events,Atelier de traduction de la doc de Python à 42,2019-01-11 18:00,2019-01-11 22:00,"École 42, 96 Boulevard Bessières, 75017 Paris, France","<a href=""https://www.meetup.com/fr-FR/Python-AFPY-Paris/events/256343439/"">Atelier de traduction de la doc de Python à 42</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyDDF Python Sprint 2014,2014-09-27 00:00,2014-09-29 00:00,"ZIM Heinrich-Heine Universität Düsseldorf, Gebäude 25.41, Seminarraum 00.45, Düsseldorf, Germany","<a href=""http://www.pyddf.de/sprint2014/"">PyDDF Python Sprint 2014</a>...",2025-06-02 01:40:23 UTC
User Group Events, PySprints: Pyramid,2013-08-15 00:00,2013-08-18 00:00,"gocept gmbh & co. kg, Forsterstraße 29, 06112 Halle (Saale), Germany","Sprint about Pyramid more info under:
http://lanyrd.com/2013/pysprints-pyramid/
http://www.pysprints.de/
...",2025-06-02 01:40:23 UTC
User Group Events,The Tech Circle Python Kids Coding Camp,2024-07-26 00:00,2024-07-31 00:00,"Jos Plateau, Nigeria","<a href=""https://sites.google.com/view/the-tech-circle/home#""><span>The Tech Circle Python Kids Coding Camp</span></a>...",2025-06-02 01:40:23 UTC
User Group Events,Meetup PyLadies Medellín,2018-08-04 00:00,2018-08-05 00:00,"Medellín, Colombia","<a href=""https://www.meetup.com/Python-Ladies-Medellin/events/253195232/"">Meetup PyLadies Medellín, Colombia</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python CDMX,2024-09-10 18:30,2024-09-10 20:30,"Juarez, Cuahutemoc, Mexiko","<a href=""https://www.meetup.com/python-mexico/"">Python CDMX</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyLadies Dublin,2017-01-19 18:30,2017-01-19 21:00,"Dublin, Ireland","<a href=""http://dublin.pyladies.com/"">PyLadies Dublin Monthly Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Statistical Types for Pandas DataFrames and Friends,2022-07-28 16:00,2022-07-28 17:00,Online,"<a href=""https://www.eventbrite.co.uk/e/python-live-statistical-types-for-pandas-dataframes-and-friends-tickets-380247780347"" id=""ow1404"" __is_owner=""true""><span>Statistical Types for Pandas DataFrame...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2015-01-20 17:00,2015-01-20 19:00,"Bürgerhaus im Stadtteilzentrum Bilk, Raum 1, 2. OG, Bachstr. 145, 40217 Düsseldorf, Germany","<a href=""http://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyCamp Argentina 2025,2025-03-21 00:00,2025-03-25 00:00,"Baradero, Argentina","<a href=""https://pyar.discourse.group/t/pycamp-2025/1373"">PyCamp Argentina 2025</a>...",2025-06-02 01:40:23 UTC
User Group Events,"Python Basics and Data Analysis and Visualisation, PyLadies Doboj",2020-12-23 17:00,2020-12-23 19:30,Online Event,"<br>The objective of this virtual workshop is to introduce the basics of the Python programming language and the possibilities of its application in data visualization. <br><a href=""http://fb.me/e/3LC...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Sunyani,2018-03-02 00:00,2018-03-04 00:00,"Sunyani, Brong Ahafo Region, Ghana","<a href=""https://djangogirls.org/sunyani/"">Django Girls Sunyani</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Groningen,2017-11-04 00:00,2017-11-05 00:00,"Groningen, The Netherlands","<a href=""https://djangogirls.org/groningen/"">Django Girls Groningen</a>...",2025-06-02 01:40:23 UTC
User Group Events,"August 2nd Wednesday Talk - Kenneth Reitz ""Python for Humans""",2016-08-10 22:30,2016-08-10 23:30,"Hood College, 401 Rosemont Ave, Frederick, MD 21701, USA",http://www.meetup.com/python-frederick/events/231887484/...,2025-06-02 01:40:23 UTC
User Group Events,Python Coding Club for Teens (PyTahoua),2025-06-20 00:00,2025-06-23 00:00,"Tahoua, Niger","<a href=""https://pythonniger.org/events"">Python Coding Club for Teens (PyTahoua)</a>...",2025-06-02 01:40:23 UTC
User Group Events,London Django Meetup,2018-10-09 19:00,2018-10-09 21:00,"London, UK","<a href=""https://www.meetup.com/LondonDjango/"">London Django Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Chennaipy,2017-08-26 09:30,2017-08-26 12:30,"Chennai, Tamil Nadu, India","<a href=""https://www.meetup.com/Chennaipy/events/242439305/"">Chennaipy</a>...",2025-06-02 01:40:23 UTC
User Group Events,PyLadies Dublin,2015-02-17 18:00,2015-02-17 21:00,"Metricfire, 47 Drury Street, Dublin 2, Ireland","<a href=""http://www.meetup.com/PyLadiesDublin/events/218943245/"">PyLadies Dublin</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2019-09-25 16:00,2019-09-25 18:00,"Bachstr. 145, 40217 Düsseldorf, Germany","<a href=""https://www.pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,pyCologne User Group Treffen,2023-01-11 19:00,2023-01-11 21:00,"Köln, Germany","<body>
<div><a href=""https://www.meetup.com/pyCologne/"">pyCologne User Group 
Treffen</a></div>
</body>...",2025-06-02 01:40:23 UTC
User Group Events,Heidelberg Python Meetup,2015-04-06 19:30,2015-04-06 20:30,Tati (http://www.restaurant-tati.de/),"<a href=""http://www.meetup.com/HeidelbergPython/"">Heidelberg Python Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Koforidua,2025-02-21 00:00,2025-02-23 00:00,"Koforidua, Ghana","<a href=""https://djangogirls.org/en/koforidua/"">Django Girls Koforidua</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Gliwice,2018-06-09 00:00,2018-06-10 00:00,"Gliwice, Poland","<a href=""https://djangogirls.org/gliwice/"">Django Girls Gliwice</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Abuja,2018-10-26 00:00,2018-10-28 00:00,"Abuja, Nigeria","<a href=""https://djangogirls.org/abuja"">Django Girls Abuja</a>...",2025-06-02 01:40:23 UTC
User Group Events,Egypt Python Meetup,2016-09-03 16:00,2016-09-03 18:00,"The Greek Campus, Cairo, Egypt","<a href=""http://http://www.meetup.com/PythonEgypt/events/233506222//"">Egypt Python Meetup Launch</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Live: An Introduction to Practical MLOps,2022-06-09 16:30,2022-06-09 17:30,Online,"<a href=""https://www.eventbrite.co.uk/e/python-live-an-introduction-to-practical-mlops-tickets-323891256467"">Python Live: An Introduction to Practical MLOps</a>...",2025-06-02 01:40:23 UTC
User Group Events,"PuPPy, Seattle's Python user group's monthly meeting",2017-11-11 02:00,2017-11-11 04:30,"Seattle Humane, 13212 SE Eastgate Way, Bellevue, WA 98005, USA","<a href=""https://www.meetup.com/preview/PSPPython/events/243344225?rv=ro2_e"">PuPPy</a>...",2025-06-02 01:40:23 UTC
User Group Events,Chennai Python User Group (Chennaipy),2014-11-29 09:30,2014-11-29 12:00,"Aerospace Engg. Department, IIT Madras, Chennai, Tamil Nadu 600036, India","<a href=""http://www.meetup.com/Chennaipy/events/217328422/"">Chennai Python User Group (Chennaipy)</a>...",2025-06-02 01:40:23 UTC
User Group Events,"NZPUG-Auckland: Python, MongoDB, and AI",2024-07-17 06:30,2024-07-17 08:30,Online,"<a href=""https://www.meetup.com/pythonnz-auckland/events/301572188/"" target=""_blank"">NZPUG-Auckland: Python, MongoDB, and AI</a>...",2025-06-02 01:40:23 UTC
User Group Events,Puerto Rico Python Meeting - February 2014,2014-02-20 23:00,2014-02-21 01:00,"2nd Floor Conference Room, Puerto Rico Science, Research, & Technology Trust, Rd. 21, Río Piedras, Puerto Rico","<a href=""http://www.prpig.org/"">Puerto Rico Python Meeting - February 2014</a>...",2025-06-02 01:40:23 UTC
User Group Events,wroc.py #10 - Wrocław Python User Group,2014-05-06 17:00,2014-05-06 20:00,"Poland, Wrocław, IT Kontrakt (Gwiaździsta 66 Street)","<a href=""https://www.facebook.com/events/686649848039031/"">wroc.py #10</a>...",2025-06-02 01:40:23 UTC
User Group Events,"Guadalajara, Mexico PUG",2014-05-27 00:00,2014-05-27 02:00,"HP Guadalajara, Montemorelos, Loma Bonita, Zapopan, Mexico","<a href=""http://wiki.cabal.mx/wiki/PythonCabal/"">Guadalajara PUG</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Meeting Düsseldorf,2013-01-22 17:00,2013-01-22 19:00,"Düsseldorf, Germany","<a href=""http://pyddf.de/"">Python Meeting Düsseldorf</a>...",2025-06-02 01:40:23 UTC
User Group Events,DjangoCologne,2025-05-20 18:30,2025-05-20 20:00,"Cologne, Germany","<a href=""https://www.meetup.com/de-de/koln-django-meetup-gruppe/"">DjangoCologne</a>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls Santa Maria,2018-04-06 00:00,2018-04-08 00:00,"Santa Maria, RS, Brazil","<a href=""https://djangogirls.org/santamaria"">Django Girls Santa Maria</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python User Group Nepal - Meetup #8,2015-12-13 05:15,2015-12-13 07:15,"Leapfrog Academy, Dillibazar, Kathmandu, Nepal","<a href=""http://www.meetup.com/PythonNepal/events/227134202/"">Python User Group Nepal - Meetup #8</a>...",2025-06-02 01:40:23 UTC
User Group Events,Helsinki Python meetup,2025-01-15 15:30,2025-01-15 17:30,"Helsinki, Finland","<a href=""https://www.meetup.com/helpy-meetups/events/305285187/"">Helsinki Python meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Meetup Python Cali,2018-08-11 14:00,2018-08-11 17:00,"Cali, Colombia","<a href=""https://www.meetup.com/Python-Cali/events/252948899/"">Meetup Python Cali</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python for Signal Processing Algorithms Implementation Workshop,2020-06-18 00:00,2020-06-19 00:00,"Erode, Tamilnadu, INDIA","<a href=""http://www.geocities.ws/senthilirtt/Python%20Workshop%20for%20Digital%20Signal%20Processing"">Python for Signal Processing Algorithms Implementation</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Indonesia August 2014 Meetup,2014-08-23 03:00,2014-08-23 19:30,"Infinys System, Jakarta, Indonesia","<a href=""http://www.meetup.com/Python-ID/events/194304282/""> Python Indonesia August 2014 Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Edmonton Python User Group,2014-02-10 18:30,2014-02-10 21:30,"Edmonton, AB, Canada","<a href=""http://edmontonpy.com/"">Edmonton Python User Group</a>...",2025-06-02 01:40:23 UTC
User Group Events,Puerto Rico Python Meeting - April 2014,2014-04-10 23:00,2014-04-11 02:00,"2nd Floor Conference Room, Puerto Rico Science, Research, & Technology Trust, Rd. 21, Río Piedras, Puerto Rico","<a href=""http://www.prpig.org/"">Puerto Rico Python Meeting</a>...",2025-06-02 01:40:23 UTC
User Group Events,Chennaipy,2016-06-25 09:30,2016-06-25 12:00,"Chennai, Tamil Nadu, India","<a href=""http://www.meetup.com/Chennaipy/events/231855236/"">Chennaipy</a>...",2025-06-02 01:40:23 UTC
User Group Events,Python Minna Meetup,2018-05-26 09:00,2018-05-26 12:00,"Minna, Nigeria","<a href=""https://bit.ly/pythonminna"">Python Minna Meetup</a>...",2025-06-02 01:40:23 UTC
User Group Events,Meeting Python-Madrid February 2016,2016-02-18 18:00,2016-02-18 20:00,"Calle de María de Molina, 27, 28006 Madrid, Madrid, Spain","<a href=""http://www.python-madrid.es/meetings/reunion-febrero-2016-python-madrid/"">Python-Madrid</a>...",2025-06-02 01:40:23 UTC
User Group Events,"Python Basics and Data Analysis and Visualisation, PyLadies Doboj",2020-12-26 17:00,2020-12-26 19:30,Online Event,"<br>The objective of this virtual workshop is to introduce the basics of the Python programming language and the possibilities of its application in data visualization. <br><a href=""http://fb.me/e/3LC...",2025-06-02 01:40:23 UTC
User Group Events,PyDDF Python Sprint 2015,2015-09-26 00:00,2015-09-28 00:00,"trivago GmbH, Karl-Arnold-Platz 1A, 40474 Düsseldorf, Germany","<a href=""http://www.pyddf.de/sprint2015/"">PyDDF Python Sprint 2015</a>...",2025-06-02 01:40:23 UTC
User Group Events,Time series forecasting for business,2023-09-26 16:30,2023-09-26 18:30,"De Entree 69, 1101 BH Amsterdam, Netherlands","<pre><a href=""https://meetu.ps/e/MsrtX/twpFK/i"">Time series forecasting for business</a></pre>...",2025-06-02 01:40:23 UTC
User Group Events,Django Girls CDO Workshop 2023,2023-03-04 00:00,2023-03-05 00:00,"Cagayan de Oro, Philippines","<body><a href=""https://djangogirls.org/en/cagayandeoro/"">Django Girls 
CDO Workshop 2023</a></body>...",2025-06-02 01:40:23 UTC
User Group Events,Software Craftsmanship,2022-06-15 06:00,2022-06-15 08:30,Online,"<a href=""http://www.meetup.com/NZPUG-Auckland/events/285982939/"">Software Craftsmanship</a><wbr>...",2025-06-02 01:40:23 UTC
User Group Events,Python meetup Valparaiso y Viña del Mar,2016-08-30 23:00,2016-08-31 01:00,"UTFSM, Sala B-213, Avenida España 1680, Valparaiso, Chile","<a href=""http://www.meetup.com/es-ES/Python-Valparaiso-y-Vina-del-Mar/events/233493274/"">Python meetup Valparaiso y Viña del Mar</a>...",2025-06-02 01:40:23 UTC
